"LOCATION","Country","SUBJECT","Subject","SECTOR","Sector","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.7105004,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1990","1990",0.7106512,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1991","1991",0.7098325,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1992","1992",0.7005095,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1993","1993",0.6864148,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1994","1994",0.6905881,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.6817015,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.705812,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.6953124,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.6801771,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.6975976,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.7077048,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.6845768,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.6607335,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.6401592,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.6441804,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.6414371,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","05","Trade, transport and communication (G_I)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.6364897,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1970","1970",0.8245056,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.8311997,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.808848,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.8640746,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.9382548,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.8877397,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.8656074,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1977","1977",0.8211158,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1978","1978",0.7453264,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1979","1979",0.7262107,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1980","1980",0.7460264,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1981","1981",0.7594113,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1982","1982",0.8247444,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1983","1983",0.7794217,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1984","1984",0.8060315,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1985","1985",0.8084388,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1986","1986",0.7652457,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1987","1987",0.75181,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1988","1988",0.7268298,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.7744952,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1990","1990",0.7642575,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1991","1991",0.7842121,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1992","1992",0.7488307,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1993","1993",0.758136,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1994","1994",0.7745408,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1995","1995",0.7918438,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1996","1996",0.7833263,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1997","1997",0.806819,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1998","1998",0.8124797,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","1999","1999",0.7740114,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2000","2000",0.7619171,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2001","2001",0.7446582,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2002","2002",0.7393039,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2003","2003",0.7411528,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2004","2004",0.7419444,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2005","2005",0.7446387,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","06","Financial and business services (J_K)","ST","Level, ratio or national currency","A","Annual","2006","2006",0.7612739,,
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1970","1970",0.8464231,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1971","1971",0.8386979,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1972","1972",0.8325358,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1973","1973",0.8649161,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1974","1974",0.9176461,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1975","1975",0.8852941,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1976","1976",0.871712,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1977","1977",0.865624,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1978","1978",0.8205963,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1979","1979",0.8144846,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1980","1980",0.8190522,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1981","1981",0.8273467,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1982","1982",0.8406227,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1983","1983",0.7871726,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1984","1984",0.7816591,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1985","1985",0.7699915,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1986","1986",0.7403224,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1987","1987",0.71725,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1988","1988",0.697861,"E","Estimated value"
"AUS","Australia","ULAIRU99","Labour Income Share (Real ULC)","07","Market services (G_K)","ST","Level, ratio or national currency","A","Annual","1989","1989",0.7376454,,
